Year,Month,Day,Hour,Minute,GHI,Clearsky GHI,Temperature,Wind Direction,Wind Speed
2012,1,7,12,0,761,761,30,203.1,2.7
2012,1,7,13,0,696,696,30,206.2,2.7
2012,1,7,14,0,566,566,29,210.8,2.6
2012,1,7,15,0,384,384,28,213.6,2.4
2012,1,7,16,0,177,177,26,212.1,2.1
2012,1,7,17,0,1,8,25,205,2
2012,1,7,18,0,0,0,24,195.3,2
2012,1,7,19,0,0,0,23,186.1,2.2
2012,1,7,20,0,0,0,23,178.5,2.4
2012,1,7,21,0,0,0,22,173.7,2.5
2012,1,7,22,0,0,0,21,171.6,2.5
2012,1,7,23,0,0,0,20,170.4,2.3
2012,1,8,0,0,0,0,20,169.4,2.1
2012,1,8,1,0,0,0,19,168.9,1.9
2012,1,8,2,0,0,0,19,170.6,1.7
2012,1,8,3,0,0,0,19,170.5,1.5
2012,1,8,4,0,0,0,18,166.1,1.4
2012,1,8,5,0,0,0,18,160.6,1.3
2012,1,8,6,0,0,0,19,158.4,1.3
2012,1,8,7,0,125,127,21,164.1,1
2012,1,8,8,0,339,339,25,195.7,1
2012,1,8,9,0,534,534,28,218,1.1
2012,1,8,10,0,681,681,30,229.5,1.2
2012,1,8,11,0,763,763,30,234.6,1.2
2012,1,8,12,0,773,773,31,236.6,1.2
2012,1,8,13,0,710,710,31,237,1.2
2012,1,8,14,0,579,579,30,236.9,1.2
2012,1,8,15,0,396,396,29,233.9,1.2
2012,1,8,16,0,176,184,27,232.2,1.2
2012,1,8,17,0,2,9,25,226,1.2
2012,1,8,18,0,0,0,24,210.4,1.2
2012,1,8,19,0,0,0,23,190.9,1.4
2012,1,8,20,0,0,0,22,177.1,1.8
2012,1,8,21,0,0,0,21,169.4,2.1
2012,1,8,22,0,0,0,20,165.4,2.3
2012,1,8,23,0,0,0,19,162.3,2.4
2012,1,9,0,0,0,0,18,159,2.4
2012,1,9,1,0,0,0,18,155.2,2.3
2012,1,9,2,0,0,0,17,153.7,2.3
2012,1,9,3,0,0,0,17,152.2,2.3
2012,1,9,4,0,0,0,17,150.3,2.3
2012,1,9,5,0,0,0,17,150.1,2.4
2012,1,9,6,0,0,0,18,151.9,2.3
2012,1,9,7,0,125,125,20,157.9,2.3
2012,1,9,8,0,333,333,22,164,2.5
2012,1,9,9,0,525,525,24,173.8,2.5
2012,1,9,10,0,670,670,27,184.9,2.6
2012,1,9,11,0,740,752,28,193.5,2.7
2012,1,9,12,0,656,763,28,199,2.8
2012,1,9,13,0,633,702,29,202.7,2.7
2012,1,9,14,0,574,574,28,206.1,2.5
2012,1,9,15,0,393,393,27,208.8,2.2
2012,1,9,16,0,184,184,25,212.2,1.7
2012,1,9,17,0,2,10,23,212.3,1.3
2012,1,9,18,0,0,0,23,203.1,0.8
2012,1,9,19,0,0,0,23,173.7,0.6
2012,1,9,20,0,0,0,22,140.9,0.6
2012,1,9,21,0,0,0,21,118.2,0.7
2012,1,9,22,0,0,0,21,99.9,0.8
2012,1,9,23,0,0,0,20,89.4,0.9
2012,1,10,0,0,0,0,19,84.2,1
2012,1,10,1,0,0,0,19,79.8,1.2
2012,1,10,2,0,0,0,18,79.7,1.4
2012,1,10,3,0,0,0,18,78.9,1.5
2012,1,10,4,0,0,0,18,75.1,1.7
2012,1,10,5,0,0,0,18,70.2,1.8
2012,1,10,6,0,0,0,18,66.2,1.9
2012,1,10,7,0,83,123,20,66.2,1.7
2012,1,10,8,0,169,331,24,78.1,1.3
2012,1,10,9,0,524,524,26,108.4,0.9
2012,1,10,10,0,581,670,27,148.4,1
2012,1,10,11,0,646,753,28,169,1.4
2012,1,10,12,0,318,763,28,178,1.8
2012,1,10,13,0,396,701,27,183.2,2
2012,1,10,14,0,206,572,27,181.8,1.9
2012,1,10,15,0,79,391,26,176.6,1.8
2012,1,10,16,0,62,183,24,166.5,1.5
2012,1,10,17,0,2,10,23,149.4,1.4
2012,1,10,18,0,0,0,23,137.2,1.6
2012,1,10,19,0,0,0,22,132.4,1.7
2012,1,10,20,0,0,0,21,129.4,1.7
2012,1,10,21,0,0,0,20,124.7,1.6
2012,1,10,22,0,0,0,20,119.3,1.6
2012,1,10,23,0,0,0,19,113.5,1.6
2012,1,11,0,0,0,0,18,108.3,1.7
2012,1,11,1,0,0,0,18,101.9,1.7
2012,1,11,2,0,0,0,17,96.3,1.7
2012,1,11,3,0,0,0,17,91.8,1.7
2012,1,11,4,0,0,0,16,84.7,1.7
2012,1,11,5,0,0,0,17,77.3,1.6
2012,1,11,6,0,0,0,17,75,1.6
2012,1,11,7,0,88,123,19,72.6,1.3
2012,1,11,8,0,193,331,21,61.2,1.2
2012,1,11,9,0,236,524,23,43.6,1.3
2012,1,11,10,0,630,670,24,33.1,1.4
2012,1,11,11,0,271,752,24,33.6,1.4
2012,1,11,12,0,610,763,24,37.2,1.5
2012,1,11,13,0,460,702,24,39.2,1.6
2012,1,11,14,0,545,574,24,39.6,1.6
2012,1,11,15,0,394,394,23,41.7,1.6
2012,1,11,16,0,186,186,22,45.3,1.7
2012,1,11,17,0,2,11,21,52.3,1.8
2012,1,11,18,0,0,0,21,59.1,1.9
2012,1,11,19,0,0,0,20,64.4,2
2012,1,11,20,0,0,0,20,67.7,2
2012,1,11,21,0,0,0,19,68.1,2
2012,1,11,22,0,0,0,19,67,2
2012,1,11,23,0,0,0,19,64.7,1.9
2012,1,12,0,0,0,0,18,60.8,1.9
2012,1,12,1,0,0,0,18,55.3,2
2012,1,12,2,0,0,0,18,48.2,1.9
2012,1,12,3,0,0,0,17,43.1,1.9
2012,1,12,4,0,0,0,17,41.1,2
2012,1,12,5,0,0,0,17,40.9,2
2012,1,12,6,0,0,0,17,40.6,2
2012,1,12,7,0,123,125,19,39.1,1.8
2012,1,12,8,0,337,337,21,32.1,1.8
2012,1,12,9,0,534,534,24,18.3,1.7
2012,1,12,10,0,684,684,25,3.5,1.6
2012,1,12,11,0,771,771,26,354.1,1.6
2012,1,12,12,0,786,786,27,349.7,1.6
2012,1,12,13,0,727,727,27,348.8,1.6
2012,1,12,14,0,599,599,26,351.5,1.8
2012,1,12,15,0,415,415,25,358.1,2
2012,1,12,16,0,190,200,22,8,2.2
2012,1,12,17,0,2,14,20,19.2,2.6
2012,1,12,18,0,0,0,19,29.2,2.9
2012,1,12,19,0,0,0,18,36.8,3.1
2012,1,12,20,0,0,0,17,42.8,3.2
2012,1,12,21,0,0,0,16,46.8,3.2
2012,1,12,22,0,0,0,15,50.3,3.2
2012,1,12,23,0,0,0,14,53.4,3.1
2012,1,13,0,0,0,0,14,54.5,3.1
2012,1,13,1,0,0,0,13,53.7,3
2012,1,13,2,0,0,0,13,52.3,2.9
2012,1,13,3,0,0,0,12,52.3,2.7
2012,1,13,4,0,0,0,12,52.6,2.6
2012,1,13,5,0,0,0,12,51.7,2.6
2012,1,13,6,0,0,0,13,50.3,2.5
2012,1,13,7,0,128,136,16,49.1,2
2012,1,13,8,0,350,363,20,40.4,1.6
2012,1,13,9,0,548,569,24,16.6,1.6
2012,1,13,10,0,699,724,25,359.2,1.8
2012,1,13,11,0,785,811,26,350.5,2
2012,1,13,12,0,798,823,26,347.8,2.2
2012,1,13,13,0,736,758,26,349.4,2.4
2012,1,13,14,0,606,624,25,352.9,2.4
2012,1,13,15,0,422,433,23,358.1,2.4
2012,1,13,16,0,194,210,21,6.2,2.4
2012,1,13,17,0,3,16,18,15.9,2.6
2012,1,13,18,0,0,0,17,23.2,2.8
2012,1,13,19,0,0,0,16,27.8,2.9
2012,1,13,20,0,0,0,15,32,3
2012,1,13,21,0,0,0,14,35.8,3.1
2012,1,13,22,0,0,0,13,39.4,3.1
2012,1,13,23,0,0,0,12,43.4,3.1
2012,1,14,0,0,0,0,11,46.4,3
2012,1,14,1,0,0,0,11,47.9,3
2012,1,14,2,0,0,0,10,48.7,2.9
2012,1,14,3,0,0,0,10,49.1,2.8
2012,1,14,4,0,0,0,9,48.6,2.7
2012,1,14,5,0,0,0,9,47.7,2.8
2012,1,14,6,0,0,0,11,47.7,2.8
2012,1,14,7,0,128,139,14,49.2,2.4
2012,1,14,8,0,350,368,18,48.6,2
2012,1,14,9,0,549,577,22,45.5,2
2012,1,14,10,0,700,734,25,39.1,1.6
2012,1,14,11,0,787,822,26,28.4,1.3
2012,1,14,12,0,801,833,27,16.1,1.2
2012,1,14,13,0,736,768,26,7.7,1.4
2012,1,14,14,0,609,632,26,5.2,1.6
2012,1,14,15,0,425,440,24,8.2,1.7
2012,1,14,16,0,197,215,21,13.3,1.9
2012,1,14,17,0,3,17,18,19.8,2.1
2012,1,14,18,0,0,0,17,26.4,2.3
2012,1,14,19,0,0,0,16,32.2,2.5
2012,1,14,20,0,0,0,15,38.8,2.6
2012,1,14,21,0,0,0,14,43.8,2.7
2012,1,14,22,0,0,0,13,47.6,2.7
2012,1,14,23,0,0,0,13,50.9,2.7
2012,1,15,0,0,0,0,12,53.5,2.6
2012,1,15,1,0,0,0,12,55.3,2.6
2012,1,15,2,0,0,0,11,56.4,2.4
2012,1,15,3,0,0,0,11,56.8,2.2
2012,1,15,4,0,0,0,11,56.8,2.1
2012,1,15,5,0,0,0,11,58,2.1
2012,1,15,6,0,0,0,12,60.5,2
2012,1,15,7,0,128,138,16,63.6,1.7
2012,1,15,8,0,351,366,20,63.7,1.3
2012,1,15,9,0,550,574,24,49.5,1.3
2012,1,15,10,0,702,730,26,42.1,1.3
2012,1,15,11,0,789,818,28,31.3,1.1
2012,1,15,12,0,803,829,28,15.1,1.1
2012,1,15,13,0,742,764,28,1.5,1.3
2012,1,15,14,0,612,629,27,356.9,1.5
2012,1,15,15,0,428,437,25,358.2,1.5
2012,1,15,16,0,201,214,22,4.1,1.5
2012,1,15,17,0,3,18,20,19.5,1.4
2012,1,15,18,0,0,0,19,41.1,1.5
2012,1,15,19,0,0,0,18,59.8,1.6
2012,1,15,20,0,0,0,18,73.6,1.6
2012,1,15,21,0,0,0,17,82.5,1.6
2012,1,15,22,0,0,0,16,87.2,1.5
2012,1,15,23,0,0,0,16,89.9,1.4
2012,1,16,0,0,0,0,15,90.3,1.2
2012,1,16,1,0,0,0,15,87.8,1
2012,1,16,2,0,0,0,15,87.5,0.8
2012,1,16,3,0,0,0,15,92.3,0.7
2012,1,16,4,0,0,0,14,104.4,0.5
2012,1,16,5,0,0,0,14,118,0.4
2012,1,16,6,0,0,0,15,136.1,0.4
2012,1,16,7,0,128,132,17,161,0.3
2012,1,16,8,0,355,355,21,202.4,0.2
2012,1,16,9,0,560,560,26,310.9,0.6
2012,1,16,10,0,715,715,28,320.6,0.9
2012,1,16,11,0,804,804,29,320.8,1
2012,1,16,12,0,817,817,29,319.3,1.1
2012,1,16,13,0,755,755,29,319.1,1.2
2012,1,16,14,0,623,623,28,319.8,1.3
2012,1,16,15,0,434,434,27,321.4,1.3
2012,1,16,16,0,205,214,24,320.8,1.2
2012,1,16,17,0,3,19,21,318.6,0.9
2012,1,16,18,0,0,0,21,323.5,0.5
2012,1,16,19,0,0,0,20,357.5,0.2
2012,1,16,20,0,0,0,20,98.7,0.2
2012,1,16,21,0,0,0,19,116.3,0.4
2012,1,16,22,0,0,0,18,124.5,0.5
2012,1,16,23,0,0,0,18,129.8,0.6
2012,1,17,0,0,0,0,17,133.9,0.6
2012,1,17,1,0,0,0,17,139.2,0.7
2012,1,17,2,0,0,0,16,146.2,0.8
2012,1,17,3,0,0,0,16,148.4,1
2012,1,17,4,0,0,0,16,148.9,1.2
2012,1,17,5,0,0,0,15,149.7,1.4
2012,1,17,6,0,0,0,16,152.6,1.6
2012,1,17,7,0,122,132,20,156.9,1.6
2012,1,17,8,0,352,354,23,163.5,1.3
2012,1,17,9,0,559,559,27,190,1.3
2012,1,17,10,0,714,714,29,210.3,1.1
2012,1,17,11,0,803,803,31,230.6,1.1
2012,1,17,12,0,818,818,31,246.1,1.1
2012,1,17,13,0,756,756,31,255.4,1.1
2012,1,17,14,0,625,625,30,261.3,1.1
2012,1,17,15,0,436,436,28,263.8,1.2
2012,1,17,16,0,209,216,25,265.2,1.4
2012,1,17,17,0,4,20,22,262,1.5
2012,1,17,18,0,0,0,21,257,1.5
2012,1,17,19,0,0,0,21,250.7,1.5
2012,1,17,20,0,0,0,20,242.7,1.6
2012,1,17,21,0,0,0,19,233.5,1.6
2012,1,17,22,0,0,0,18,225.4,1.8
2012,1,17,23,0,0,0,17,219.2,1.9
2012,1,18,0,0,0,0,17,214.4,2.1
2012,1,18,1,0,0,0,16,211.4,2.1
2012,1,18,2,0,0,0,15,207.5,2.1
2012,1,18,3,0,0,0,15,201.9,2.1
2012,1,18,4,0,0,0,14,195.4,2
2012,1,18,5,0,0,0,14,189.6,2
2012,1,18,6,0,0,0,15,186.6,2
2012,1,18,7,0,122,130,18,185.7,1.7
2012,1,18,8,0,350,350,22,197.2,1.9
2012,1,18,9,0,552,552,26,208.2,2.3
2012,1,18,10,0,707,707,28,212.6,2.5
2012,1,18,11,0,796,796,29,215.8,2.6
2012,1,18,12,0,810,810,30,218.4,2.6
2012,1,18,13,0,749,749,30,220.4,2.6
2012,1,18,14,0,619,619,29,223.9,2.5
2012,1,18,15,0,433,433,28,226.3,2.3
2012,1,18,16,0,213,215,25,227,2.1
2012,1,18,17,0,6,21,22,221.8,1.9
2012,1,18,18,0,0,0,21,213.1,1.8
2012,1,18,19,0,0,0,21,203.6,1.9
2012,1,18,20,0,0,0,20,195.2,2
2012,1,18,21,0,0,0,19,189.5,2.2
2012,1,18,22,0,0,0,18,186.8,2.3
2012,1,18,23,0,0,0,18,185.3,2.3
2012,1,19,0,0,0,0,17,183.9,2.3
2012,1,19,1,0,0,0,16,181.9,2.3
2012,1,19,2,0,0,0,16,178.1,2.2
2012,1,19,3,0,0,0,15,171.9,2.1
2012,1,19,4,0,0,0,15,164.1,2.1
2012,1,19,5,0,0,0,15,156,2.2
2012,1,19,6,0,0,0,16,150,2.3
2012,1,19,7,0,123,130,20,147.3,2.1
2012,1,19,8,0,350,350,24,159.3,2.1
2012,1,19,9,0,553,553,28,174.3,2.4
2012,1,19,10,0,707,707,29,186.3,2.5
2012,1,19,11,0,796,796,30,195.9,2.6
2012,1,19,12,0,811,811,31,202.9,2.8
2012,1,19,13,0,750,750,30,207,2.9
2012,1,19,14,0,619,619,30,208,2.9
2012,1,19,15,0,433,433,28,207.7,2.7
2012,1,19,16,0,216,216,26,204.8,2.5
2012,1,19,17,0,5,22,23,194.5,2.6
2012,1,19,18,0,0,0,22,182.8,3
2012,1,19,19,0,0,0,21,174,3.3
2012,1,19,20,0,0,0,20,169.5,3.5
2012,1,19,21,0,0,0,19,167.9,3.4
2012,1,19,22,0,0,0,18,168,3.1
2012,1,19,23,0,0,0,17,169.2,2.8
2012,1,20,0,0,0,0,16,169.5,2.5
2012,1,20,1,0,0,0,16,169,2.3
2012,1,20,2,0,0,0,15,171,2.1
2012,1,20,3,0,0,0,15,175.1,1.8
2012,1,20,4,0,0,0,15,179.8,1.5
2012,1,20,5,0,0,0,15,182.3,1.3
2012,1,20,6,0,0,0,17,183,1.1
2012,1,20,7,0,117,127,19,194.7,0.9
2012,1,20,8,0,345,345,24,219.5,1.3
2012,1,20,9,0,547,547,27,230,1.6
2012,1,20,10,0,701,701,29,235.9,1.7
2012,1,20,11,0,791,791,30,240.8,1.8
2012,1,20,12,0,807,807,30,245.8,1.9
2012,1,20,13,0,749,749,30,251.4,1.9
2012,1,20,14,0,621,621,29,259.6,1.8
2012,1,20,15,0,436,436,27,269.4,1.6
2012,1,20,16,0,219,219,25,282.4,1.5
2012,1,20,17,0,6,24,23,296.2,1.3
2012,1,20,18,0,0,0,22,312.1,1.1
2012,1,20,19,0,0,0,22,331.2,1
2012,1,20,20,0,0,0,21,350.8,0.8
2012,1,20,21,0,0,0,21,19.6,0.6
2012,1,20,22,0,0,0,20,49,0.7
2012,1,20,23,0,0,0,20,61.9,0.9
2012,1,21,0,0,0,0,19,64.6,1.2
2012,1,21,1,0,0,0,18,62.6,1.5
2012,1,21,2,0,0,0,17,58.3,1.7
2012,1,21,3,0,0,0,17,55.3,1.9
2012,1,21,4,0,0,0,16,53.6,2
2012,1,21,5,0,0,0,16,52.3,2.2
2012,1,21,6,0,0,0,17,50.1,2.3
2012,1,21,7,0,123,128,20,47.1,1.9
2012,1,21,8,0,347,347,24,49.1,1.9
2012,1,21,9,0,549,549,27,46.8,1.6
2012,1,21,10,0,705,705,29,40.3,1.3
2012,1,21,11,0,790,795,30,29.6,1
2012,1,21,12,0,811,811,31,16.9,0.9
2012,1,21,13,0,747,752,31,7.6,0.9
2012,1,21,14,0,623,623,30,9.6,1.1
2012,1,21,15,0,438,438,28,14.9,1.3
2012,1,21,16,0,221,221,26,16.5,1.7
2012,1,21,17,0,7,25,23,20.7,2.4
2012,1,21,18,0,0,0,22,28.8,2.9
2012,1,21,19,0,0,0,21,36.7,3.1
2012,1,21,20,0,0,0,19,42.8,3.2
2012,1,21,21,0,0,0,18,47.4,3.2
2012,1,21,22,0,0,0,18,52,3.2
2012,1,21,23,0,0,0,17,56.3,3.1
2012,1,22,0,0,0,0,16,60,3.1
2012,1,22,1,0,0,0,16,63.1,3
2012,1,22,2,0,0,0,15,66.9,2.9
2012,1,22,3,0,0,0,15,70.8,2.8
2012,1,22,4,0,0,0,14,73,2.7
2012,1,22,5,0,0,0,14,73.8,2.6
2012,1,22,6,0,0,0,15,74.2,2.4
2012,1,22,7,0,124,131,19,73.9,1.9
2012,1,22,8,0,353,353,23,79,1.4
2012,1,22,9,0,558,558,27,76.4,0.8
2012,1,22,10,0,714,714,29,38,0.3
2012,1,22,11,0,805,805,30,343.1,0.4
2012,1,22,12,0,822,822,31,329.8,0.5
2012,1,22,13,0,762,762,31,334.2,0.5
2012,1,22,14,0,632,632,30,345.4,0.5
2012,1,22,15,0,446,446,28,355.8,0.5
2012,1,22,16,0,226,226,25,8.9,0.6
2012,1,22,17,0,6,27,23,38.8,0.7
2012,1,22,18,0,0,0,22,70.6,1
2012,1,22,19,0,0,0,22,94.6,1.3
2012,1,22,20,0,0,0,20,112.1,1.7
2012,1,22,21,0,0,0,19,124.7,2.1
2012,1,22,22,0,0,0,18,133.1,2.3
2012,1,22,23,0,0,0,17,137.9,2.3
2012,1,23,0,0,0,0,17,140,2.2
2012,1,23,1,0,0,0,16,138.7,1.8
2012,1,23,2,0,0,0,16,140,1.4
2012,1,23,3,0,0,0,16,141.5,1.1
2012,1,23,4,0,0,0,16,140.1,0.8
2012,1,23,5,0,0,0,16,136.1,0.7
2012,1,23,6,0,0,0,17,136.6,0.6
2012,1,23,7,0,119,129,20,160.6,0.4
2012,1,23,8,0,350,350,25,332.3,0.3
2012,1,23,9,0,554,554,28,352.9,0.7
2012,1,23,10,0,711,711,30,355.9,0.9
2012,1,23,11,0,802,802,31,355.5,1
2012,1,23,12,0,818,818,32,353.7,1.1
2012,1,23,13,0,759,759,31,353.5,1.2
2012,1,23,14,0,630,630,31,356.8,1.2
2012,1,23,15,0,445,445,29,4.4,1.2
2012,1,23,16,0,224,227,26,13.7,1.3
2012,1,23,17,0,7,28,24,29.5,1.4
2012,1,23,18,0,0,0,23,49.2,1.6
2012,1,23,19,0,0,0,22,66.4,1.8
2012,1,23,20,0,0,0,21,81.4,2
2012,1,23,21,0,0,0,20,94,2.2
2012,1,23,22,0,0,0,19,105.8,2.2
2012,1,23,23,0,0,0,18,116.5,2.3
2012,1,24,0,0,0,0,17,125.2,2.4
2012,1,24,1,0,0,0,17,131.2,2.4
2012,1,24,2,0,0,0,16,135.6,2.1
2012,1,24,3,0,0,0,15,139.3,1.9
2012,1,24,4,0,0,0,15,141.8,1.7
2012,1,24,5,0,0,0,15,143.9,1.5
2012,1,24,6,0,0,0,16,147.7,1.3
2012,1,24,7,0,108,130,19,158.6,1
2012,1,24,8,0,270,351,23,182.3,0.9
2012,1,24,9,0,537,555,28,207.5,0.5
2012,1,24,10,0,711,711,30,242.6,0.5
2012,1,24,11,0,802,802,31,260.4,0.7
