,0
0,0.765422523021698
1,0.6176691651344299
2,0.5083602666854858
3,0.6246477961540222
4,0.6540117859840393
5,0.15092326700687408
6,0.3923742473125458
7,0.21925365924835205
8,0.20893239974975586
9,0.26719021797180176
10,0.2045518457889557
11,0.19875268638134003
12,0.13525119423866272
13,0.15117879211902618
14,0.1686568707227707
15,0.2067539393901825
16,0.21446865797042847
17,0.27912619709968567
18,0.3062208294868469
19,0.3431965112686157
20,0.33311715722084045
21,0.3639601469039917
22,0.3818414509296417
23,0.3987574875354767
24,0.4165573716163635
25,0.39020732045173645
26,0.4018373191356659
27,0.39916643500328064
28,0.4003700315952301
29,0.4418182671070099
30,0.40533527731895447
31,0.2896263897418976
32,0.17078962922096252
33,0.3493422567844391
34,0.27348825335502625
35,0.3004985749721527
36,0.29825055599212646
37,0.35110607743263245
38,0.3567027449607849
39,0.3811887502670288
40,0.3964751362800598
41,0.49933502078056335
42,0.44861212372779846
43,0.4908479154109955
44,0.37277859449386597
45,0.3682650625705719
46,0.3690378963947296
47,0.34631505608558655
48,0.32583490014076233
49,0.3095296025276184
50,0.42271313071250916
51,0.3788897395133972
52,0.41770365834236145
53,0.4313589036464691
54,0.45257577300071716
55,0.29737529158592224
56,0.19232399761676788
57,0.27101317048072815
58,0.23153404891490936
59,0.3051716387271881
60,0.29913097620010376
61,0.3694543242454529
62,0.3462637960910797
63,0.3381239175796509
64,0.34507161378860474
65,0.43280813097953796
66,0.44458600878715515
67,0.39893749356269836
68,0.3775780498981476
69,0.408707857131958
70,0.3524065315723419
71,0.3902551531791687
72,0.3772735297679901
73,0.382570743560791
74,0.3804703950881958
75,0.3818848133087158
76,0.38157451152801514
77,0.4242965579032898
78,0.43153318762779236
79,0.3210984170436859
80,0.26809969544410706
81,0.34750863909721375
82,0.2319684475660324
83,0.21933460235595703
84,0.21961447596549988
85,0.24452687799930573
86,0.23234820365905762
87,0.2352910041809082
88,0.2349035143852234
89,0.28195253014564514
90,0.3312509059906006
91,0.3132643699645996
92,0.3450927436351776
93,0.3610214293003082
94,0.29081618785858154
95,0.25023436546325684
96,0.13082969188690186
97,0.07292570173740387
98,0.0006979964673519135
99,0.005839105695486069
100,0.00237404927611351
101,0.10871165990829468
102,0.12226171791553497
103,0.07508724927902222
104,0.005460795015096664
105,0.018673013895750046
106,0.0
107,0.14810915291309357
108,0.17444588243961334
109,0.2396918535232544
110,0.19369657337665558
111,0.23850417137145996
112,0.2518934905529022
113,0.22689758241176605
114,0.1929178088903427
115,0.26913878321647644
116,0.26855602860450745
117,0.29042699933052063
118,0.35019025206565857
119,0.331088662147522
120,0.3196573555469513
121,0.3708641827106476
122,0.20800502598285675
123,0.18442945182323456
124,0.08498066663742065
125,0.10152485966682434
126,0.09435175359249115
127,0.1583598256111145
128,0.06868360936641693
129,0.19387969374656677
130,0.3001975119113922
131,0.3593362867832184
132,0.33731433749198914
133,0.3110789358615875
134,0.32995903491973877
135,0.23759613931179047
136,0.262175977230072
137,0.2782505452632904
138,0.3597542941570282
139,0.37209609150886536
140,0.372379869222641
141,0.30774012207984924
142,0.35454219579696655
143,0.34083467721939087
144,0.34607043862342834
145,0.34335857629776
146,0.30026134848594666
147,0.3351450264453888
148,0.3232969343662262
149,0.37060970067977905
150,0.37814220786094666
151,0.2208288311958313
152,0.15853437781333923
153,0.0
154,0.0
155,0.08144935965538025
156,0.11659619212150574
157,0.11544941365718842
158,0.09691858291625977
159,0.10612630844116211
160,0.06396658718585968
161,0.1384030431509018
162,0.27547043561935425
163,0.27278462052345276
164,0.34531059861183167
165,0.3018305003643036
166,0.34823495149612427
167,0.3599025309085846
168,0.38314613699913025
169,0.35207417607307434
170,0.40864238142967224
171,0.4126775562763214
172,0.3908684253692627
173,0.4006015658378601
174,0.3993883430957794
175,0.26581528782844543
176,0.2388160526752472
177,0.17916275560855865
178,0.08768440783023834
179,0.057321544736623764
180,0.08100925385951996
181,0.09594269096851349
182,0.04534279927611351
183,0.07635955512523651
184,0.11329986155033112
185,0.2140442430973053
186,0.2970348298549652
187,0.3143783509731293
188,0.37859389185905457
189,0.3407943844795227
190,0.38632795214653015
191,0.3047349750995636
192,0.3119276463985443
193,0.2898777425289154
194,0.2749767601490021
195,0.21042674779891968
196,0.1804116815328598
197,0.18725019693374634
198,0.20688965916633606
199,0.152775838971138
200,0.0996118038892746
201,0.02973456308245659
202,0.021855365484952927
203,0.06319637596607208
204,0.13912302255630493
205,0.11458027362823486
206,0.1459016650915146
207,0.0721932053565979
208,0.07229030132293701
209,0.13802117109298706
210,0.14231672883033752
211,0.16320177912712097
212,0.18239615857601166
213,0.19971930980682373
214,0.17213639616966248
215,0.22699092328548431
216,0.1866913139820099
217,0.20109163224697113
218,0.19833268225193024
219,0.24425548315048218
220,0.20447270572185516
221,0.21857726573944092
222,0.17170265316963196
223,0.07591432332992554
224,0.07586619257926941
225,0.20374900102615356
226,0.16639086604118347
227,0.24426151812076569
228,0.21928346157073975
229,0.25567591190338135
230,0.1789892315864563
231,0.182154580950737
232,0.1626783311367035
233,0.10090993344783783
234,0.029924076050519943
235,0.0
236,0.08063432574272156
237,0.15946736931800842
238,0.21674783527851105
239,0.22026334702968597
240,0.3165622353553772
241,0.3100118935108185
242,0.3193638026714325
243,0.3871798813343048
244,0.3695995509624481
245,0.39978137612342834
246,0.415367990732193
247,0.2591249346733093
248,0.3239375948905945
249,0.19716507196426392
250,0.2067105621099472
251,0.24564510583877563
252,0.23350349068641663
253,0.19031117856502533
254,0.22332820296287537
255,0.17030054330825806
256,0.163839191198349
257,0.14428773522377014
258,0.08227790892124176
259,0.09482988715171814
260,0.15646892786026
261,0.2073231190443039
262,0.18675296008586884
263,0.2622513771057129
264,0.2880024015903473
265,0.23494093120098114
266,0.16655117273330688
267,0.1464785933494568
268,0.10775703191757202
269,0.03095158562064171
270,0.0
271,0.07884331047534943
272,0.0
273,0.036130767315626144
274,0.060802560299634933
275,0.1308852732181549
276,0.06842459738254547
277,0.1310664713382721
278,0.09565120935440063
279,0.10960599780082703
280,0.15000340342521667
281,0.11606881022453308
282,0.1702120453119278
283,0.17992360889911652
284,0.1546114981174469
285,0.20756295323371887
286,0.1691039800643921
287,0.1828581839799881
288,0.2240566462278366
289,0.27845606207847595
290,0.1686413586139679
291,0.09729409217834473
292,0.18042320013046265
293,0.24909843504428864
294,0.35982629656791687
295,0.2715369760990143
296,0.2847544252872467
297,0.29084959626197815
298,0.20343995094299316
299,0.1805068701505661
300,0.23060263693332672
301,0.2598130404949188
302,0.27176550030708313
303,0.28874272108078003
304,0.3514491021633148
305,0.3762849271297455
306,0.4167400300502777
307,0.4054121673107147
308,0.30545589327812195
309,0.25049081444740295
310,0.24418804049491882
311,0.24474357068538666
312,0.2156461775302887
313,0.15567071735858917
314,0.25522157549858093
315,0.24576625227928162
316,0.2749950587749481
317,0.24126969277858734
318,0.2562426030635834
319,0.20629960298538208
320,0.11452063918113708
321,0.0
322,0.0
323,0.0
324,0.09925776720046997
325,0.12112694978713989
326,0.16301913559436798
327,0.10624541342258453
328,0.08467234671115875
329,0.11391767859458923
330,0.1514928787946701
331,0.16128754615783691
332,0.2268880307674408
333,0.20385967195034027
334,0.23752526938915253
335,0.2062172293663025
336,0.21978454291820526
337,0.2167608141899109
338,0.12968090176582336
339,0.065169557929039
340,0.09952473640441895
341,0.15743152797222137
342,0.2514674663543701
343,0.11638477444648743
344,0.04535744711756706
345,0.041963737457990646
346,0.04326369985938072
347,0.01615239307284355
348,0.04019809886813164
349,0.0339115671813488
350,0.08041015267372131
351,0.1325523406267166
352,0.16284380853176117
353,0.20209676027297974
354,0.2794942259788513
355,0.32550087571144104
356,0.42111483216285706
357,0.5234577655792236
358,0.5618903040885925
359,0.6037076115608215
360,0.5846346020698547
361,0.6168733239173889
362,0.5109960436820984
363,0.45792338252067566
364,0.44518184661865234
365,0.39871838688850403
366,0.45099571347236633
367,0.34221047163009644
368,0.4144173264503479
369,0.2593366801738739
370,0.2818823456764221
371,0.23211774230003357
372,0.20093943178653717
373,0.24809196591377258
374,0.23129718005657196
375,0.1916998326778412
376,0.2234659492969513
377,0.2595750391483307
378,0.3163805603981018
379,0.42617714405059814
380,0.39153173565864563
381,0.4103524684906006
382,0.4344531297683716
383,0.45290079712867737
384,0.4261632263660431
385,0.35101911425590515
386,0.3306317925453186
387,0.2901725471019745
388,0.38590356707572937
389,0.37328705191612244
390,0.39842891693115234
391,0.369503915309906
392,0.38377755880355835
393,0.4231569170951843
394,0.3873434364795685
395,0.4012056291103363
396,0.39834198355674744
397,0.4002010226249695
398,0.3993605673313141
399,0.44203317165374756
400,0.40510624647140503
401,0.5731754302978516
402,0.5715528726577759
403,0.6046670079231262
404,0.5660267472267151
405,0.5442619919776917
406,0.5276621580123901
407,0.5108096599578857
408,0.4923543632030487
409,0.4745035171508789
410,0.3679288625717163
411,0.3730227053165436
412,0.3692225515842438
413,0.3000546097755432
414,0.40384021401405334
415,0.4332002103328705
416,0.5107563734054565
417,0.42280229926109314
418,0.3291616141796112
419,0.29176294803619385
420,0.23806899785995483
421,0.18250422179698944
422,0.2561359703540802
423,0.32129573822021484
424,0.3388059437274933
425,0.42227086424827576
426,0.46326690912246704
427,0.4800592362880707
428,0.48128071427345276
429,0.5083269476890564
430,0.4819866418838501
431,0.4927041530609131
432,0.44653448462486267
433,0.3956199586391449
434,0.3667384088039398
435,0.37187984585762024
436,0.34441542625427246
437,0.3719967007637024
438,0.31295645236968994
439,0.2236945480108261
440,0.18010525405406952
441,0.012441705912351608
442,0.10063990950584412
443,0.10751713812351227
444,0.1515394002199173
445,0.11248794198036194
446,0.1689135879278183
447,0.17953181266784668
448,0.2000926434993744
449,0.30450400710105896
450,0.3398776948451996
451,0.3508061170578003
452,0.3535235822200775
453,0.33767637610435486
454,0.3027476370334625
455,0.33637723326683044
456,0.3236618936061859
457,0.3274146318435669
458,0.3690810799598694
459,0.4228443205356598
460,0.40319541096687317
461,0.43544918298721313
462,0.45108941197395325
463,0.2978273630142212
464,0.4264806807041168
465,0.28979116678237915
466,0.20518216490745544
467,0.22482432425022125
468,0.17901676893234253
469,0.23180168867111206
470,0.30281636118888855
471,0.32065311074256897
472,0.44730234146118164
473,0.49426400661468506
474,0.5313121676445007
475,0.5503427386283875
476,0.513414204120636
477,0.48899826407432556
478,0.4757688343524933
479,0.4129934012889862
480,0.4262101948261261
481,0.3543831408023834
482,0.3304319977760315
483,0.33159488439559937
484,0.3526572585105896
485,0.3416379690170288
486,0.43204644322395325
487,0.2777436673641205
488,0.46306082606315613
489,0.4420079290866852
490,0.46368134021759033
491,0.44053009152412415
492,0.4549276828765869
493,0.4525175392627716
494,0.4542890191078186
495,0.4076131284236908
496,0.4450733959674835
497,0.43147629499435425
498,0.5204361081123352
499,0.49132493138313293
500,0.48532333970069885
501,0.4478406012058258
502,0.4401465356349945
503,0.41658827662467957
504,0.44399788975715637
505,0.4323284327983856
506,0.43600013852119446
507,0.4787306487560272
508,0.48579835891723633
509,0.46419867873191833
510,0.47377875447273254
511,0.3830984830856323
512,0.40975311398506165
513,0.2452331930398941
514,0.0928991436958313
515,0.010686513036489487
516,0.0
517,0.0
518,0.05679650232195854
519,0.11389079689979553
520,0.23129045963287354
521,0.28724175691604614
522,0.3619719445705414
523,0.338419109582901
524,0.31270483136177063
525,0.33010271191596985
526,0.2820047438144684
527,0.231519877910614
528,0.15558406710624695
529,0.19423015415668488
530,0.2050207406282425
531,0.19892945885658264
532,0.2421690970659256
533,0.2504458725452423
534,0.13762301206588745
535,0.08301840722560883
536,0.07664796710014343
537,0.07821418344974518
538,0.011053677648305893
539,0.01840100809931755
540,0.08306220173835754
541,0.04392462596297264
542,0.05485812947154045
543,0.09550365805625916
544,0.15184523165225983
545,0.13385577499866486
546,0.07606929540634155
547,0.11373759806156158
548,0.0629190057516098
549,0.09661220014095306
550,0.08767491579055786
