Year,Month,Day,Hour,Minute,GHI,Clearsky GHI,Temperature,Wind Direction,Wind Speed,
2014,1,1,0,0,0,0,15,71.5,3.4,N/A
2014,1,1,1,0,0,0,15,69.3,3.3,N/A
2014,1,1,2,0,0,0,15,67.1,3.4,N/A
2014,1,1,3,0,0,0,15,65.4,3.5,N/A
2014,1,1,4,0,0,0,15,63.9,3.6,N/A
2014,1,1,5,0,0,0,14,90.3,2.1,N/A
2014,1,1,6,0,0,0,16,83.6,2,N/A
2014,1,1,7,0,121,127,18,77.8,1.7,N/A
2014,1,1,8,0,334,334,22,67.5,1.4,N/A
2014,1,1,9,0,525,525,24,49.7,1.4,N/A
2014,1,1,10,0,667,667,26,42.3,1.3,N/A
2014,1,1,11,0,745,745,27,42.6,1.2,N/A
2014,1,1,12,0,751,751,27,48.4,1,N/A
2014,1,1,13,0,684,684,27,55.6,0.9,N/A
2014,1,1,14,0,552,552,26,54,0.9,N/A
2014,1,1,15,0,369,369,25,49,1,N/A
2014,1,1,16,0,149,162,23,45.5,1.1,N/A
2014,1,1,17,0,0,3,22,45.5,1.3,N/A
2014,1,1,18,0,0,0,21,45.9,1.5,N/A
2014,1,1,19,0,0,0,20,46.6,1.7,N/A
2014,1,1,20,0,0,0,19,50.8,1.8,N/A
2014,1,1,21,0,0,0,19,54.6,1.9,N/A
2014,1,1,22,0,0,0,18,57.2,2,N/A
2014,1,1,23,0,0,0,17,60.1,2.1,N/A
2014,1,2,0,0,0,0,17,63.4,2.2,N/A
2014,1,2,1,0,0,0,16,66.6,2.2,N/A
2014,1,2,2,0,0,0,16,71,2.2,N/A
2014,1,2,3,0,0,0,16,75.1,2.2,N/A
2014,1,2,4,0,0,0,15,77.7,2.2,N/A
2014,1,2,5,0,0,0,15,78.3,2.3,N/A
2014,1,2,6,0,0,0,16,76.5,2.3,N/A
2014,1,2,7,0,125,127,19,73.4,2,N/A
2014,1,2,8,0,335,335,22,66.6,1.5,N/A
2014,1,2,9,0,525,525,25,52.3,1.7,N/A
2014,1,2,10,0,668,668,26,37.7,1.7,N/A
2014,1,2,11,0,746,746,27,27.3,1.7,N/A
2014,1,2,12,0,753,753,27,22.4,1.7,N/A
2014,1,2,13,0,686,686,27,22.1,1.8,N/A
2014,1,2,14,0,555,555,26,20,1.9,N/A
2014,1,2,15,0,372,372,25,18.4,2,N/A
2014,1,2,16,0,152,164,23,20.5,2.1,N/A
2014,1,2,17,0,1,3,21,26.3,2.4,N/A
2014,1,2,18,0,0,0,20,32.6,2.5,N/A
2014,1,2,19,0,0,0,19,37,2.6,N/A
2014,1,2,20,0,0,0,18,40.5,2.4,N/A
2014,1,2,21,0,0,0,18,44.2,2.2,N/A
2014,1,2,22,0,0,0,17,46.6,2.1,N/A
2014,1,2,23,0,0,0,17,47.3,2,N/A
2014,1,3,0,0,0,0,16,46.1,1.9,N/A
2014,1,3,1,0,0,0,16,42.6,1.8,N/A
2014,1,3,2,0,0,0,16,44.3,2,N/A
2014,1,3,3,0,0,0,15,46.9,2.1,N/A
2014,1,3,4,0,0,0,15,48.5,2.2,N/A
2014,1,3,5,0,0,0,15,49.9,2.3,N/A
2014,1,3,6,0,0,0,16,51.8,2.4,N/A
2014,1,3,7,0,124,125,19,53.6,2.1,N/A
2014,1,3,8,0,332,332,22,50.6,1.6,N/A
2014,1,3,9,0,522,522,24,38,1.5,N/A
2014,1,3,10,0,665,665,26,26.7,1.4,N/A
2014,1,3,11,0,744,744,26,18.6,1.5,N/A
2014,1,3,12,0,752,752,27,14.6,1.6,N/A
2014,1,3,13,0,686,686,26,15.1,1.8,N/A
2014,1,3,14,0,555,555,26,17.3,1.9,N/A
2014,1,3,15,0,373,373,24,19.6,1.9,N/A
2014,1,3,16,0,155,166,22,23.6,1.9,N/A
2014,1,3,17,0,1,4,20,30.7,2.1,N/A
2014,1,3,18,0,0,0,20,38.8,2.3,N/A
2014,1,3,19,0,0,0,19,45.9,2.3,N/A
2014,1,3,20,0,0,0,18,53.3,2.2,N/A
2014,1,3,21,0,0,0,18,59.3,2.2,N/A
2014,1,3,22,0,0,0,17,64.5,2.1,N/A
2014,1,3,23,0,0,0,17,70.5,2.1,N/A
2014,1,4,0,0,0,0,17,76.3,2.1,N/A
2014,1,4,1,0,0,0,16,80.8,2.1,N/A
2014,1,4,2,0,0,0,16,81.1,2.1,N/A
2014,1,4,3,0,0,0,16,77.8,2.1,N/A
2014,1,4,4,0,0,0,15,71.6,2.1,N/A
2014,1,4,5,0,0,0,15,64.6,2.2,N/A
2014,1,4,6,0,0,0,16,61,2.3,N/A
2014,1,4,7,0,123,123,19,62.4,2.1,N/A
2014,1,4,8,0,329,329,22,64.2,1.8,N/A
2014,1,4,9,0,518,518,25,53.6,1.8,N/A
2014,1,4,10,0,661,661,26,42.3,1.6,N/A
2014,1,4,11,0,740,740,27,28.5,1.4,N/A
2014,1,4,12,0,747,747,27,29.1,1.3,N/A
2014,1,4,13,0,682,682,27,52.1,1.3,N/A
2014,1,4,14,0,553,553,26,63,1.3,N/A
2014,1,4,15,0,373,373,25,49.7,1.3,N/A
2014,1,4,16,0,158,167,23,39.6,1.3,N/A
2014,1,4,17,0,1,4,22,51.5,1.4,N/A
2014,1,4,18,0,0,0,21,73.8,1.6,N/A
2014,1,4,19,0,0,0,20,93.6,1.7,N/A
2014,1,4,20,0,0,0,19,107.2,1.8,N/A
2014,1,4,21,0,0,0,19,116.5,1.9,N/A
2014,1,4,22,0,0,0,18,124.4,1.8,N/A
2014,1,4,23,0,0,0,17,130.3,1.6,N/A
2014,1,5,0,0,0,0,17,135.3,1.2,N/A
2014,1,5,1,0,0,0,17,142.8,0.8,N/A
2014,1,5,2,0,0,0,17,151.6,0.4,N/A
2014,1,5,3,0,0,0,17,153.6,0.2,N/A
2014,1,5,4,0,0,0,17,110.6,0.1,N/A
2014,1,5,5,0,0,0,17,94.9,0.3,N/A
2014,1,5,6,0,0,0,17,96.8,0.5,N/A
2014,1,5,7,0,122,123,19,99.3,0.5,N/A
2014,1,5,8,0,331,331,23,95,0.3,N/A
2014,1,5,9,0,523,523,26,53.7,0.2,N/A
2014,1,5,10,0,667,667,27,297.7,0.1,N/A
2014,1,5,11,0,746,746,28,265.4,0.4,N/A
2014,1,5,12,0,753,753,28,258.2,0.7,N/A
2014,1,5,13,0,688,688,28,256.4,1,N/A
2014,1,5,14,0,558,558,27,256.6,1.1,N/A
2014,1,5,15,0,376,376,26,256.6,1.2,N/A
2014,1,5,16,0,161,170,24,254.5,1.3,N/A
2014,1,5,17,0,1,5,22,245.8,1.3,N/A
2014,1,5,18,0,0,0,22,232.6,1.2,N/A
2014,1,5,19,0,0,0,21,221.2,1.3,N/A
2014,1,5,20,0,0,0,20,223.1,1.4,N/A
2014,1,5,21,0,0,0,20,233.5,1.5,N/A
2014,1,5,22,0,0,0,19,242.2,1.7,N/A
2014,1,5,23,0,0,0,18,247.9,1.8,N/A
2014,1,6,0,0,0,0,18,253.3,1.8,N/A
2014,1,6,1,0,0,0,17,257.9,1.9,N/A
2014,1,6,2,0,0,0,17,256,1.6,N/A
2014,1,6,3,0,0,0,17,248.8,1.3,N/A
2014,1,6,4,0,0,0,17,237,0.9,N/A
2014,1,6,5,0,0,0,18,216.6,0.7,N/A
2014,1,6,6,0,0,0,19,182.5,0.6,N/A
2014,1,6,7,0,116,120,20,158,0.7,N/A
2014,1,6,8,0,325,325,24,190.1,0.6,N/A
2014,1,6,9,0,513,513,26,244.1,0.8,N/A
2014,1,6,10,0,656,656,27,267.7,1.2,N/A
2014,1,6,11,0,736,736,27,278.2,1.6,N/A
2014,1,6,12,0,745,745,27,284.7,1.8,N/A
2014,1,6,13,0,682,682,27,290.1,1.8,N/A
2014,1,6,14,0,554,554,26,294.5,1.8,N/A
2014,1,6,15,0,374,374,25,300.5,1.6,N/A
2014,1,6,16,0,165,169,23,315.6,1.5,N/A
2014,1,6,17,0,1,5,22,336.8,1.5,N/A
2014,1,6,18,0,0,0,22,357.7,1.7,N/A
2014,1,6,19,0,0,0,21,12.4,1.9,N/A
2014,1,6,20,0,0,0,21,25.6,2,N/A
2014,1,6,21,0,0,0,20,38.5,1.9,N/A
2014,1,6,22,0,0,0,20,50.9,1.9,N/A
2014,1,6,23,0,0,0,19,61.9,1.9,N/A
2014,1,7,0,0,0,0,19,68.3,1.9,N/A
2014,1,7,1,0,0,0,18,69.8,1.9,N/A
2014,1,7,2,0,0,0,18,71.1,1.8,N/A
2014,1,7,3,0,0,0,18,71.5,1.8,N/A
2014,1,7,4,0,0,0,18,71.7,1.8,N/A
2014,1,7,5,0,0,0,17,73.6,1.9,N/A
2014,1,7,6,0,0,0,18,76.4,2,N/A
2014,1,7,7,0,110,121,20,80.2,1.7,N/A
2014,1,7,8,0,324,328,23,87.9,1.3,N/A
2014,1,7,9,0,508,519,25,89.3,0.6,N/A
2014,1,7,10,0,627,664,27,52.3,0.1,N/A
2014,1,7,11,0,744,746,27,281,0.3,N/A
2014,1,7,12,0,755,755,28,276.8,0.5,N/A
2014,1,7,13,0,692,692,27,277.6,0.6,N/A
2014,1,7,14,0,466,562,27,285.2,0.6,N/A
2014,1,7,15,0,353,381,25,300,0.6,N/A
2014,1,7,16,0,168,174,23,329.8,0.5,N/A
2014,1,7,17,0,1,6,23,18,0.6,N/A
2014,1,7,18,0,0,0,22,49.1,1,N/A
2014,1,7,19,0,0,0,21,63,1.3,N/A
2014,1,7,20,0,0,0,21,70,1.6,N/A
2014,1,7,21,0,0,0,20,72.4,1.7,N/A
2014,1,7,22,0,0,0,20,73.2,1.8,N/A
2014,1,7,23,0,0,0,19,72.9,1.9,N/A
2014,1,8,0,0,0,0,19,72.7,2,N/A
2014,1,8,1,0,0,0,19,72.9,2,N/A
2014,1,8,2,0,0,0,18,75.8,2.1,N/A
2014,1,8,3,0,0,0,17,78.1,2.2,N/A
2014,1,8,4,0,0,0,16,77.4,2.2,N/A
2014,1,8,5,0,0,0,16,73.7,2.2,N/A
2014,1,8,6,0,0,0,17,74.7,2.2,N/A
2014,1,8,7,0,115,121,19,80,1.9,N/A
2014,1,8,8,0,329,329,23,85.5,1.6,N/A
2014,1,8,9,0,521,521,25,87,1.3,N/A
2014,1,8,10,0,666,666,27,84.1,0.9,N/A
2014,1,8,11,0,748,748,28,79.2,0.6,N/A
2014,1,8,12,0,758,758,28,74,0.5,N/A
2014,1,8,13,0,695,695,28,65.6,0.5,N/A
2014,1,8,14,0,566,566,27,63.8,0.4,N/A
2014,1,8,15,0,385,385,26,68,0.4,N/A
2014,1,8,16,0,164,177,24,74.8,0.5,N/A
2014,1,8,17,0,1,7,23,93.4,0.8,N/A
2014,1,8,18,0,0,0,22,107.3,1.2,N/A
2014,1,8,19,0,0,0,21,118.4,1.5,N/A
2014,1,8,20,0,0,0,20,132.7,1.8,N/A
2014,1,8,21,0,0,0,19,145.5,1.9,N/A
2014,1,8,22,0,0,0,19,157.2,2,N/A
2014,1,8,23,0,0,0,18,168.4,1.9,N/A
2014,1,9,0,0,0,0,18,178.2,1.8,N/A
2014,1,9,1,0,0,0,18,185.2,1.7,N/A
2014,1,9,2,0,0,0,18,187.2,1.6,N/A
2014,1,9,3,0,0,0,18,188.9,1.4,N/A
2014,1,9,4,0,0,0,18,189.1,1.2,N/A
2014,1,9,5,0,0,0,18,182.2,1.1,N/A
2014,1,9,6,0,0,0,18,169.6,1.1,N/A
2014,1,9,7,0,109,119,20,160.7,1,N/A
2014,1,9,8,0,323,325,22,169.2,0.8,N/A
2014,1,9,9,0,515,517,25,170.2,0.5,N/A
2014,1,9,10,0,662,662,26,174.5,0.3,N/A
2014,1,9,11,0,745,745,27,214.1,0.3,N/A
2014,1,9,12,0,755,755,27,243.3,0.5,N/A
2014,1,9,13,0,692,692,27,264.8,0.6,N/A
2014,1,9,14,0,563,563,26,271.6,0.7,N/A
2014,1,9,15,0,383,383,25,269.5,0.6,N/A
2014,1,9,16,0,175,178,24,259.5,0.5,N/A
2014,1,9,17,0,2,8,23,241.4,0.6,N/A
2014,1,9,18,0,0,0,23,220.7,0.7,N/A
2014,1,9,19,0,0,0,22,206.9,0.8,N/A
2014,1,9,20,0,0,0,22,195.3,0.9,N/A
2014,1,9,21,0,0,0,21,182.2,1,N/A
2014,1,9,22,0,0,0,21,175,1,N/A
2014,1,9,23,0,0,0,20,174.1,1.1,N/A
2014,1,10,0,0,0,0,19,175,1.1,N/A
2014,1,10,1,0,0,0,19,174.2,1.1,N/A
2014,1,10,2,0,0,0,18,175.7,1.1,N/A
2014,1,10,3,0,0,0,17,176.2,1.2,N/A
2014,1,10,4,0,0,0,17,172.4,1.2,N/A
2014,1,10,5,0,0,0,17,166.5,1.2,N/A
2014,1,10,6,0,0,0,18,163.7,1.1,N/A
2014,1,10,7,0,108,119,19,164.3,0.8,N/A
2014,1,10,8,0,323,326,21,200.7,0.6,N/A
2014,1,10,9,0,517,517,24,250,0.8,N/A
2014,1,10,10,0,663,663,26,261.8,0.9,N/A
2014,1,10,11,0,745,745,26,262.4,1.1,N/A
2014,1,10,12,0,731,756,27,263.4,1.2,N/A
2014,1,10,13,0,684,694,27,266.6,1.3,N/A
2014,1,10,14,0,565,566,26,271,1.2,N/A
2014,1,10,15,0,386,386,25,277.4,1.1,N/A
2014,1,10,16,0,171,180,24,285.1,1,N/A
2014,1,10,17,0,2,9,23,293.1,0.8,N/A
2014,1,10,18,0,0,0,23,301.9,0.5,N/A
2014,1,10,19,0,0,0,23,295.6,0.1,N/A
2014,1,10,20,0,0,0,22,154.1,0.3,N/A
2014,1,10,21,0,0,0,22,158,0.6,N/A
2014,1,10,22,0,0,0,21,163.4,0.9,N/A
2014,1,10,23,0,0,0,20,169.2,1.1,N/A
2014,1,11,0,0,0,0,19,173.5,1.4,N/A
2014,1,11,1,0,0,0,18,174.2,1.6,N/A
2014,1,11,2,0,0,0,18,171.4,1.7,N/A
2014,1,11,3,0,0,0,17,166.5,1.9,N/A
2014,1,11,4,0,0,0,16,160.5,2,N/A
2014,1,11,5,0,0,0,16,155.1,2.1,N/A
2014,1,11,6,0,0,0,17,151.4,2.2,N/A
2014,1,11,7,0,113,121,19,150.9,1.9,N/A
2014,1,11,8,0,331,331,22,160.8,1.8,N/A
2014,1,11,9,0,525,525,25,182.6,1.5,N/A
2014,1,11,10,0,672,672,26,203.2,1.3,N/A
2014,1,11,11,0,754,754,27,225.1,1.3,N/A
2014,1,11,12,0,764,764,28,245,1.3,N/A
2014,1,11,13,0,701,701,27,259.4,1.2,N/A
2014,1,11,14,0,573,573,27,259.5,1.2,N/A
2014,1,11,15,0,392,392,26,253.1,1.1,N/A
2014,1,11,16,0,182,184,24,250.5,1,N/A
2014,1,11,17,0,2,10,23,248.1,0.9,N/A
2014,1,11,18,0,0,0,23,237,0.7,N/A
2014,1,11,19,0,0,0,22,212,0.6,N/A
2014,1,11,20,0,0,0,22,201.3,0.7,N/A
2014,1,11,21,0,0,0,21,202.1,0.9,N/A
2014,1,11,22,0,0,0,21,205.1,1,N/A
2014,1,11,23,0,0,0,20,209.9,1.2,N/A
2014,1,12,0,0,0,0,19,216.5,1.4,N/A
2014,1,12,1,0,0,0,19,224,1.4,N/A
2014,1,12,2,0,0,0,19,224.5,1.2,N/A
2014,1,12,3,0,0,0,19,219.2,1,N/A
2014,1,12,4,0,0,0,19,213.2,0.8,N/A
2014,1,12,5,0,0,0,19,204.3,0.5,N/A
2014,1,12,6,0,0,0,20,162.8,0.2,N/A
2014,1,12,7,0,108,117,20,83.6,0.3,N/A
2014,1,12,8,0,325,325,24,83.8,0.1,N/A
2014,1,12,9,0,518,518,27,285.4,0.2,N/A
2014,1,12,10,0,665,665,28,306.6,0.3,N/A
2014,1,12,11,0,750,750,29,313,0.5,N/A
2014,1,12,12,0,761,761,29,318.8,0.5,N/A
2014,1,12,13,0,700,700,29,327.9,0.6,N/A
2014,1,12,14,0,572,572,28,318.3,0.6,N/A
2014,1,12,15,0,391,391,27,313.4,0.6,N/A
2014,1,12,16,0,178,184,25,324.7,0.7,N/A
2014,1,12,17,0,2,11,24,344.5,0.7,N/A
2014,1,12,18,0,0,0,24,13.3,0.8,N/A
2014,1,12,19,0,0,0,23,37,0.9,N/A
2014,1,12,20,0,0,0,23,60.5,0.9,N/A
2014,1,12,21,0,0,0,22,81,1,N/A
2014,1,12,22,0,0,0,22,102.5,1,N/A
2014,1,12,23,0,0,0,21,123.3,1,N/A
2014,1,13,0,0,0,0,21,139.9,1.1,N/A
2014,1,13,1,0,0,0,20,150.5,1.3,N/A
2014,1,13,2,0,0,0,20,147.1,1.2,N/A
2014,1,13,3,0,0,0,20,130.9,0.9,N/A
2014,1,13,4,0,0,0,19,98.6,0.9,N/A
2014,1,13,5,0,0,0,19,68.1,1.1,N/A
2014,1,13,6,0,0,0,19,53.9,1.5,N/A
2014,1,13,7,0,102,118,21,47.7,1.6,N/A
2014,1,13,8,0,289,325,24,45.7,1.6,N/A
2014,1,13,9,0,518,518,25,48.6,1.6,N/A
2014,1,13,10,0,664,664,26,50.5,1.4,N/A
2014,1,13,11,0,656,748,27,45.4,1.2,N/A
2014,1,13,12,0,748,760,27,39.4,1.2,N/A
2014,1,13,13,0,572,700,27,38.4,1.3,N/A
2014,1,13,14,0,524,573,26,36.8,1.4,N/A
2014,1,13,15,0,142,394,25,42.2,1.5,N/A
2014,1,13,16,0,187,187,24,50.8,1.7,N/A
2014,1,13,17,0,2,12,23,60.6,1.9,N/A
2014,1,13,18,0,0,0,22,69,2.1,N/A
2014,1,13,19,0,0,0,22,74.3,2.2,N/A
2014,1,13,20,0,0,0,21,77.6,2,N/A
2014,1,13,21,0,0,0,21,81.3,1.7,N/A
2014,1,13,22,0,0,0,20,88.9,1.5,N/A
2014,1,13,23,0,0,0,20,100.8,1.4,N/A
2014,1,14,0,0,0,0,20,114.7,1.3,N/A
2014,1,14,1,0,0,0,19,127.2,1.1,N/A
2014,1,14,2,0,0,0,19,132.9,1.2,N/A
2014,1,14,3,0,0,0,19,133.8,1.3,N/A
2014,1,14,4,0,0,0,18,132.7,1.4,N/A
2014,1,14,5,0,0,0,18,130.1,1.4,N/A
2014,1,14,6,0,0,0,19,128.5,1.4,N/A
2014,1,14,7,0,107,118,21,135.2,1.3,N/A
2014,1,14,8,0,327,327,23,143,1,N/A
2014,1,14,9,0,522,522,26,145.3,0.5,N/A
2014,1,14,10,0,670,670,27,133.9,0.2,N/A
2014,1,14,11,0,755,755,27,322.9,0.1,N/A
2014,1,14,12,0,768,768,28,333.1,0.3,N/A
2014,1,14,13,0,707,707,28,353.8,0.5,N/A
2014,1,14,14,0,564,579,26,1.2,0.7,N/A
2014,1,14,15,0,390,398,26,8.1,0.7,N/A
2014,1,14,16,0,185,191,24,20.4,0.6,N/A
2014,1,14,17,0,3,13,23,52.7,0.6,N/A
2014,1,14,18,0,0,0,23,89.8,0.7,N/A
2014,1,14,19,0,0,0,22,112.8,0.8,N/A
2014,1,14,20,0,0,0,22,129.5,1,N/A
2014,1,14,21,0,0,0,21,140.3,1.1,N/A
2014,1,14,22,0,0,0,21,147.1,1.2,N/A
2014,1,14,23,0,0,0,20,151.4,1.2,N/A
2014,1,15,0,0,0,0,19,150.8,1.2,N/A
2014,1,15,1,0,0,0,19,146.6,1.2,N/A
2014,1,15,2,0,0,0,19,139.2,1,N/A
2014,1,15,3,0,0,0,19,128.5,0.7,N/A
2014,1,15,4,0,0,0,19,116.3,0.6,N/A
2014,1,15,5,0,0,0,18,118.5,0.7,N/A
2014,1,15,6,0,0,0,19,131,1,N/A
2014,1,15,7,0,107,116,21,147.5,0.9,N/A
2014,1,15,8,0,324,324,23,162.2,0.6,N/A
2014,1,15,9,0,517,517,26,169,0.4,N/A
2014,1,15,10,0,665,665,27,182.9,0.3,N/A
2014,1,15,11,0,750,750,28,211.3,0.2,N/A
2014,1,15,12,0,763,763,28,248.1,0.2,N/A
2014,1,15,13,0,704,704,28,300.9,0.2,N/A
2014,1,15,14,0,578,578,28,9.7,0.3,N/A
2014,1,15,15,0,399,399,26,38.9,0.5,N/A
2014,1,15,16,0,189,193,24,60.7,0.7,N/A
2014,1,15,17,0,3,14,23,78.6,0.9,N/A
2014,1,15,18,0,0,0,23,86.4,1.2,N/A
2014,1,15,19,0,0,0,22,91.8,1.5,N/A
2014,1,15,20,0,0,0,21,98.8,1.9,N/A
2014,1,15,21,0,0,0,20,104.3,2.4,N/A
2014,1,15,22,0,0,0,19,107.7,2.8,N/A
2014,1,15,23,0,0,0,18,110.3,3.1,N/A
2014,1,16,0,0,0,0,18,111.8,3.2,N/A
2014,1,16,1,0,0,0,17,110.5,3.3,N/A
2014,1,16,2,0,0,0,17,112.2,3.1,N/A
2014,1,16,3,0,0,0,16,115.8,2.8,N/A
2014,1,16,4,0,0,0,16,119.5,2.6,N/A
2014,1,16,5,0,0,0,16,122.7,2.4,N/A
2014,1,16,6,0,0,0,17,126.5,2.4,N/A
2014,1,16,7,0,107,117,20,134.5,2.2,N/A
2014,1,16,8,0,326,326,23,141,2.2,N/A
2014,1,16,9,0,520,520,25,147.5,1.9,N/A
2014,1,16,10,0,668,668,27,155.4,1.7,N/A
2014,1,16,11,0,753,753,28,170.2,1.5,N/A
2014,1,16,12,0,766,766,28,188.1,1.3,N/A
2014,1,16,13,0,705,705,28,198.6,1.3,N/A
2014,1,16,14,0,579,579,27,199.2,1.3,N/A
2014,1,16,15,0,399,399,26,199.9,1.2,N/A
2014,1,16,16,0,193,193,25,198.2,1.2,N/A
2014,1,16,17,0,3,14,24,183.6,1.3,N/A
2014,1,16,18,0,0,0,23,170.7,1.5,N/A
2014,1,16,19,0,0,0,23,165.6,1.9,N/A
2014,1,16,20,0,0,0,22,161.1,2.1,N/A
2014,1,16,21,0,0,0,21,155.8,2.2,N/A
2014,1,16,22,0,0,0,21,151.1,2.3,N/A
2014,1,16,23,0,0,0,20,146.3,2.4,N/A
2014,1,17,0,0,0,0,19,142.3,2.4,N/A
2014,1,17,1,0,0,0,18,139,2.2,N/A
2014,1,17,2,0,0,0,18,135.4,2,N/A
2014,1,17,3,0,0,0,18,130.4,1.8,N/A
2014,1,17,4,0,0,0,18,124.1,1.9,N/A
2014,1,17,5,0,0,0,17,118.6,2,N/A
2014,1,17,6,0,0,0,18,115.6,2.1,N/A
2014,1,17,7,0,107,117,20,116,2.1,N/A
2014,1,17,8,0,325,325,23,118.5,2.1,N/A
2014,1,17,9,0,520,520,25,122.2,2.2,N/A
2014,1,17,10,0,669,669,27,127,2.2,N/A
2014,1,17,11,0,755,755,28,136.5,2.2,N/A
2014,1,17,12,0,769,769,27,146.8,2.2,N/A
2014,1,17,13,0,710,710,27,154.1,2.2,N/A
2014,1,17,14,0,584,584,26,154.9,2.2,N/A
2014,1,17,15,0,404,404,26,151.9,2.3,N/A
2014,1,17,16,0,182,197,24,144.6,2.3,N/A
2014,1,17,17,0,3,16,22,140.5,2.7,N/A
2014,1,17,18,0,0,0,22,138.2,3,N/A
2014,1,17,19,0,0,0,21,136.1,3.2,N/A
2014,1,17,20,0,0,0,20,136.5,3.2,N/A
2014,1,17,21,0,0,0,19,137.2,3.1,N/A
2014,1,17,22,0,0,0,18,138.3,3,N/A
2014,1,17,23,0,0,0,18,140.5,2.9,N/A
2014,1,18,0,0,0,0,17,141.9,2.8,N/A
2014,1,18,1,0,0,0,17,142.7,2.7,N/A
2014,1,18,2,0,0,0,16,137.5,2.4,N/A
2014,1,18,3,0,0,0,16,128.3,2.2,N/A
2014,1,18,4,0,0,0,16,117.9,2.1,N/A
2014,1,18,5,0,0,0,17,109.1,1.9,N/A
2014,1,18,6,0,0,0,17,104.9,2,N/A
2014,1,18,7,0,113,119,18,106.9,2.2,N/A
2014,1,18,8,0,331,331,22,113.3,2.5,N/A
2014,1,18,9,0,528,528,25,117.8,2.5,N/A
2014,1,18,10,0,678,678,27,121.6,2.2,N/A
2014,1,18,11,0,765,765,28,125.1,1.9,N/A
2014,1,18,12,0,779,779,29,126.9,1.6,N/A
2014,1,18,13,0,719,719,29,125.2,1.3,N/A
2014,1,18,14,0,592,592,29,125.2,1.3,N/A
2014,1,18,15,0,411,411,27,127.6,1.5,N/A
2014,1,18,16,0,200,201,25,127.8,1.7,N/A
2014,1,18,17,0,4,17,23,126.9,2,N/A
2014,1,18,18,0,0,0,22,126.8,2.3,N/A
2014,1,18,19,0,0,0,21,128.5,2.5,N/A
2014,1,18,20,0,0,0,20,128.7,2.6,N/A
2014,1,18,21,0,0,0,19,126.4,2.7,N/A
2014,1,18,22,0,0,0,18,124.5,2.7,N/A
2014,1,18,23,0,0,0,18,123.2,2.7,N/A
2014,1,19,0,0,0,0,17,121.1,2.6,N/A
2014,1,19,1,0,0,0,17,116.7,2.4,N/A
2014,1,19,2,0,0,0,16,110.6,2.2,N/A
2014,1,19,3,0,0,0,16,105.9,2.1,N/A
2014,1,19,4,0,0,0,16,103.4,2,N/A
2014,1,19,5,0,0,0,16,101.8,2,N/A
2014,1,19,6,0,0,0,17,101.8,1.9,N/A
2014,1,19,7,0,108,118,20,103.8,1.6,N/A
2014,1,19,8,0,327,327,23,106.6,1.3,N/A
2014,1,19,9,0,523,523,27,91.7,0.7,N/A
2014,1,19,10,0,674,674,28,64.1,0.6,N/A
2014,1,19,11,0,761,761,29,51.1,0.6,N/A
2014,1,19,12,0,777,777,29,47.9,0.7,N/A
2014,1,19,13,0,718,718,29,45.7,0.7,N/A
2014,1,19,14,0,593,593,28,46.5,0.8,N/A
2014,1,19,15,0,413,413,27,48.7,0.9,N/A
2014,1,19,16,0,204,204,25,49.9,1,N/A
2014,1,19,17,0,5,19,24,53.2,1.3,N/A
2014,1,19,18,0,0,0,23,55.8,1.6,N/A
2014,1,19,19,0,0,0,23,59,1.8,N/A
2014,1,19,20,0,0,0,22,63.5,1.9,N/A
2014,1,19,21,0,0,0,22,67.4,1.9,N/A
2014,1,19,22,0,0,0,21,69.1,1.8,N/A
2014,1,19,23,0,0,0,21,70,1.8,N/A
2014,1,20,0,0,0,0,20,69.9,1.8,N/A
2014,1,20,1,0,0,0,20,68.9,1.8,N/A
2014,1,20,2,0,0,0,19,64.6,1.9,N/A
2014,1,20,3,0,0,0,19,62.5,2.1,N/A
2014,1,20,4,0,0,0,18,64.1,2.2,N/A
2014,1,20,5,0,0,0,18,67.2,2.3,N/A
2014,1,20,6,0,0,0,19,70,2.4,N/A
2014,1,20,7,0,108,118,21,73.7,2.1,N/A
2014,1,20,8,0,329,329,24,81.4,2.2,N/A
2014,1,20,9,0,526,526,26,88.4,2,N/A
2014,1,20,10,0,677,677,28,92.5,1.6,N/A
2014,1,20,11,0,561,765,29,94.1,1.4,N/A
2014,1,20,12,0,690,780,29,92.9,1.2,N/A
2014,1,20,13,0,636,721,29,91.4,1.2,N/A
2014,1,20,14,0,592,595,28,91.3,1.4,N/A
2014,1,20,15,0,415,415,27,95.3,1.6,N/A
2014,1,20,16,0,205,205,25,101.1,2,N/A
2014,1,20,17,0,6,20,24,107.5,2.4,N/A
2014,1,20,18,0,0,0,23,113.7,2.7,N/A
2014,1,20,19,0,0,0,22,119.5,2.9,N/A
2014,1,20,20,0,0,0,21,126.5,2.9,N/A
2014,1,20,21,0,0,0,21,131.1,2.8,N/A
2014,1,20,22,0,0,0,20,133.2,2.7,N/A
2014,1,20,23,0,0,0,19,133.6,2.5,N/A
2014,1,21,0,0,0,0,18,132.3,2.4,N/A
2014,1,21,1,0,0,0,17,128.9,2.2,N/A
2014,1,21,2,0,0,0,17,121.9,2,N/A
2014,1,21,3,0,0,0,17,111.9,1.9,N/A
2014,1,21,4,0,0,0,16,99.8,1.9,N/A
2014,1,21,5,0,0,0,16,88,1.9,N/A
2014,1,21,6,0,0,0,17,79.6,2.1,N/A
